	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	1	7	1	2	31	11	100	87.5	100	93.9393939393939	100	100	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	0.704964534988993	1
3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1	8	1	2	33	11	100	100	100	100	100	100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1	1
3-hydroxyanthranilate 3,4-dioxygenase	1	0	0	0	8	1	100	0	9.09090909090909	24.2424242424242	0	0	3-hydroxyanthranilate 3,4-dioxygenase	0.217402103602016	1
3-hydroxybenzoate 6-hydroxylase 1	0	0	0	0	3	1	0	0	9.09090909090909	9.09090909090909	0	0	3-hydroxybenzoate 6-hydroxylase 1	0.76110257299874	1
3-hydroxybutyryl-CoA dehydrogenase	0	0	0	0	5	2	0	0	18.1818181818182	15.1515151515152	0	0	3-hydroxybutyryl-CoA dehydrogenase	0.489237753620554	1
3-isopropylmalate dehydratase large subunit	1	8	1	2	33	11	100	100	100	100	100	100	3-isopropylmalate dehydratase large subunit	1	1
3-isopropylmalate dehydratase small subunit	1	8	1	2	33	11	100	100	100	100	100	100	3-isopropylmalate dehydratase small subunit	1	1
3-isopropylmalate dehydrogenase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	3-isopropylmalate dehydrogenase	0.904601710178056	1
3-ketoacyl-CoA thiolase	1	8	1	2	33	11	100	100	100	100	100	100	3-ketoacyl-CoA thiolase	1	1
3-mercaptopropionate dioxygenase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	3-mercaptopropionate dioxygenase	0.509823321959338	1
3-mercaptopyruvate sulfurtransferase	1	8	1	2	33	11	100	100	100	100	100	100	3-mercaptopyruvate sulfurtransferase	1	1
3-methyl-2-oxobutanoate hydroxymethyltransferase	1	7	1	2	33	11	100	87.5	100	100	100	100	3-methyl-2-oxobutanoate hydroxymethyltransferase	0.410346977928174	1
3-oxoacyl-[acyl-carrier-protein] reductase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	3-oxoacyl-[acyl-carrier-protein] reductase	0.904601710178055	1
3-oxoacyl-[acyl-carrier-protein] reductase FabG	1	8	1	2	33	11	100	100	100	100	100	100	3-oxoacyl-[acyl-carrier-protein] reductase FabG	1	1
3-oxoacyl-[acyl-carrier-protein] synthase 2	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	3-oxoacyl-[acyl-carrier-protein] synthase 2	0.823319770247701	1
3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1	1	8	1	2	33	11	100	100	100	100	100	100	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1	1	1
3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2	0.718582237075454	1
3-oxoadipate enol-lactonase 2	0	0	0	0	6	4	0	0	36.3636363636364	18.1818181818182	0	0	3-oxoadipate enol-lactonase 2	0.168511914609151	1
3-phosphoshikimate 1-carboxyvinyltransferase 1	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	3-phosphoshikimate 1-carboxyvinyltransferase 1	0.904601710178056	1
3'-5' exoribonuclease YhaM	1	8	1	2	33	11	100	100	100	100	100	100	3'-5' exoribonuclease YhaM	1	1
30S ribosomal protein S1	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S1	1	1
30S ribosomal protein S1 	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S1 	1	1
30S ribosomal protein S10	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S10	1	1
30S ribosomal protein S11	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S11	1	1
30S ribosomal protein S12	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S12	1	1
30S ribosomal protein S13	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S13	1	1
30S ribosomal protein S14	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S14	1	1
30S ribosomal protein S15	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S15	1	1
30S ribosomal protein S16	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S16	1	1
30S ribosomal protein S17	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S17	1	1
30S ribosomal protein S18	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S18	1	1
30S ribosomal protein S19	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S19	1	1
30S ribosomal protein S2	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S2	1	1
30S ribosomal protein S20	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S20	1	1
30S ribosomal protein S21	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S21	1	1
30S ribosomal protein S3	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S3	1	1
30S ribosomal protein S4	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S4	1	1
30S ribosomal protein S5	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S5	1	1
30S ribosomal protein S6	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S6	1	1
30S ribosomal protein S7	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S7	1	1
30S ribosomal protein S8	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S8	1	1
30S ribosomal protein S9	1	8	1	2	33	11	100	100	100	100	100	100	30S ribosomal protein S9	1	1
33 kDa chaperonin	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	33 kDa chaperonin	0.904601710178057	1
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1	8	1	2	33	11	100	100	100	100	100	100	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	1	1
4-hydroxy-2-oxovalerate aldolase	1	0	0	0	8	1	100	0	9.09090909090909	24.2424242424242	0	0	4-hydroxy-2-oxovalerate aldolase	0.217402103602016	1
4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	1	8	1	2	33	11	100	100	100	100	100	100	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	1	1
4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	0.509823321959338	1
4-hydroxy-tetrahydrodipicolinate reductase	1	8	1	2	33	11	100	100	100	100	100	100	4-hydroxy-tetrahydrodipicolinate reductase	1	1
4-hydroxy-tetrahydrodipicolinate synthase	1	8	1	2	33	11	100	100	100	100	100	100	4-hydroxy-tetrahydrodipicolinate synthase	1	1
4-hydroxybenzoate transporter PcaK	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	4-hydroxybenzoate transporter PcaK	0.509823321959338	1
4-hydroxybenzoyl-CoA thioesterase	0	0	0	0	3	1	0	0	9.09090909090909	9.09090909090909	0	0	4-hydroxybenzoyl-CoA thioesterase	0.761102572998738	1
4-hydroxyphenylacetate 3-monooxygenase oxygenase component	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	4-hydroxyphenylacetate 3-monooxygenase oxygenase component	0.509823321959338	1
4-hydroxyphenylpyruvate dioxygenase	1	8	1	2	33	11	100	100	100	100	100	100	4-hydroxyphenylpyruvate dioxygenase	1	1
4-hydroxyproline 2-epimerase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	4-hydroxyproline 2-epimerase	0.904601710178057	1
4-oxalomesaconate tautomerase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	4-oxalomesaconate tautomerase	0.904601710178056	1
4-sulfomuconolactone hydrolase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	4-sulfomuconolactone hydrolase	0.904601710178056	1
4,5-DOPA dioxygenase extradiol	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	4,5-DOPA dioxygenase extradiol	0.718582237075454	1
4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	1	8	1	2	33	11	100	100	100	100	100	100	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	1	1
4'-demethylrebeccamycin synthase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	4'-demethylrebeccamycin synthase	0.904601710178056	1
4'-phosphopantetheinyl transferase sfp	1	8	1	2	33	11	100	100	100	100	100	100	4'-phosphopantetheinyl transferase sfp	1	1
5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	1	8	1	2	33	11	100	100	100	100	100	100	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	1	1
5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE	1	8	1	2	33	11	100	100	100	100	100	100	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE	1	1
5-aminovalerate aminotransferase DavT	1	8	1	2	33	11	100	100	100	100	100	100	5-aminovalerate aminotransferase DavT	1	1
5-formyltetrahydrofolate cyclo-ligase	1	8	1	2	33	11	100	100	100	100	100	100	5-formyltetrahydrofolate cyclo-ligase	1	1
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1	1
5-methylthioadenosine/S-adenosylhomocysteine deaminase	1	8	1	2	31	10	100	100	90.9090909090909	93.9393939393939	100	100	5-methylthioadenosine/S-adenosylhomocysteine deaminase	0.827715783507218	1
5,6-dimethylbenzimidazole synthase	1	8	1	2	33	11	100	100	100	100	100	100	5,6-dimethylbenzimidazole synthase	1	1
5'-3' exonuclease	1	8	1	2	33	11	100	100	100	100	100	100	5'-3' exonuclease	1	1
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	1	8	1	2	33	11	100	100	100	100	100	100	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	1	1
5'-nucleotidase	1	8	1	2	33	11	100	100	100	100	100	100	5'-nucleotidase	1	1
50S ribosomal protein L1	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L1	1	1
50S ribosomal protein L10	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L10	1	1
50S ribosomal protein L11	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L11	1	1
50S ribosomal protein L13	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L13	1	1
50S ribosomal protein L14	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L14	1	1
50S ribosomal protein L15	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L15	1	1
50S ribosomal protein L16	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L16	1	1
50S ribosomal protein L17	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L17	1	1
50S ribosomal protein L18	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L18	1	1
50S ribosomal protein L19	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L19	1	1
50S ribosomal protein L2	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L2	1	1
50S ribosomal protein L20	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L20	1	1
50S ribosomal protein L21	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L21	1	1
50S ribosomal protein L22	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L22	1	1
50S ribosomal protein L23	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L23	1	1
50S ribosomal protein L24	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L24	1	1
50S ribosomal protein L27	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L27	1	1
50S ribosomal protein L28	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L28	1	1
50S ribosomal protein L29	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L29	1	1
50S ribosomal protein L3	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L3	1	1
50S ribosomal protein L3 glutamine methyltransferase	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	50S ribosomal protein L3 glutamine methyltransferase	0.827715783507219	1
50S ribosomal protein L30	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L30	1	1
50S ribosomal protein L31 type B	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L31 type B	1	1
50S ribosomal protein L32	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L32	1	1
50S ribosomal protein L33 1	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L33 1	1	1
50S ribosomal protein L33 2	1	8	1	2	32	9	100	100	81.8181818181818	96.969696969697	100	100	50S ribosomal protein L33 2	0.420796581644024	1
50S ribosomal protein L34	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L34	1	1
50S ribosomal protein L35	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L35	1	1
50S ribosomal protein L36	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L36	1	1
50S ribosomal protein L4	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L4	1	1
50S ribosomal protein L5	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L5	1	1
50S ribosomal protein L6	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	50S ribosomal protein L6	0.904601710178057	1
50S ribosomal protein L7/L12	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L7/L12	1	1
50S ribosomal protein L9	1	8	1	2	33	11	100	100	100	100	100	100	50S ribosomal protein L9	1	1
6-aminohexanoate-dimer hydrolase	1	8	1	2	33	11	100	100	100	100	100	100	6-aminohexanoate-dimer hydrolase	1	1
6-carboxy-5,6,7,8-tetrahydropterin synthase	1	8	1	2	33	11	100	100	100	100	100	100	6-carboxy-5,6,7,8-tetrahydropterin synthase	1	1
6-phosphogluconate dehydrogenase, NAD( )-dependent, decarboxylating	1	8	1	2	33	11	100	100	100	100	100	100	6-phosphogluconate dehydrogenase, NAD( )-dependent, decarboxylating	1	1
6-phosphogluconolactonase	1	8	1	2	33	11	100	100	100	100	100	100	6-phosphogluconolactonase	1	1
6,7-dimethyl-8-ribityllumazine synthase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	6,7-dimethyl-8-ribityllumazine synthase	0.904601710178056	1
60 kDa chaperonin	1	8	1	2	33	11	100	100	100	100	100	100	60 kDa chaperonin	1	1
7-carboxy-7-deazaguanine synthase	1	8	1	2	33	11	100	100	100	100	100	100	7-carboxy-7-deazaguanine synthase	1	1
7-cyano-7-deazaguanine synthase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	7-cyano-7-deazaguanine synthase	0.509823321959338	1
8-amino-7-oxononanoate synthase	1	8	1	2	33	11	100	100	100	100	100	100	8-amino-7-oxononanoate synthase	1	1
8-oxo-dGTP diphosphatase	1	8	1	2	33	11	100	100	100	100	100	100	8-oxo-dGTP diphosphatase	1	1
ABC transporter ATP-binding protein NatA	1	8	1	2	33	11	100	100	100	100	100	100	ABC transporter ATP-binding protein NatA	1	1
ABC transporter ATP-binding protein uup	0	1	0	0	0	0	0	12.5	0	0	0	0	ABC transporter ATP-binding protein uup	0.410346977928174	1
ABC transporter ATP-binding protein YtrB	1	8	1	2	33	11	100	100	100	100	100	100	ABC transporter ATP-binding protein YtrB	1	1
ABC transporter ATP-binding protein YxdL	1	8	1	2	33	11	100	100	100	100	100	100	ABC transporter ATP-binding protein YxdL	1	1
ABC transporter ATP-binding/permease protein YojI	0	0	0	0	5	2	0	0	18.1818181818182	15.1515151515152	0	0	ABC transporter ATP-binding/permease protein YojI	0.489237753620553	1
ABC transporter glutamine-binding protein GlnH	1	8	1	2	33	11	100	100	100	100	100	100	ABC transporter glutamine-binding protein GlnH	1	1
ABC transporter permease protein YxdM	1	8	1	2	33	11	100	100	100	100	100	100	ABC transporter permease protein YxdM	1	1
ABC-type transporter ATP-binding protein EcsA	1	8	1	2	33	11	100	100	100	100	100	100	ABC-type transporter ATP-binding protein EcsA	1	1
Accessory gene regulator protein B	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Accessory gene regulator protein B	0.245206142472284	1
Acetaldehyde dehydrogenase	1	0	0	0	8	1	100	0	9.09090909090909	24.2424242424242	0	0	Acetaldehyde dehydrogenase	0.217402103602016	1
Acetate CoA-transferase subunit alpha	1	8	1	2	33	11	100	100	100	100	100	100	Acetate CoA-transferase subunit alpha	1	1
Acetate kinase	1	8	1	2	33	11	100	100	100	100	100	100	Acetate kinase	1	1
Acetoin dehydrogenase operon transcriptional activator AcoR	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Acetoin dehydrogenase operon transcriptional activator AcoR	0.509823321959338	1
Acetoin utilization protein AcuA	1	8	1	2	33	11	100	100	100	100	100	100	Acetoin utilization protein AcuA	1	1
Acetoin utilization protein AcuC	1	8	1	2	33	11	100	100	100	100	100	100	Acetoin utilization protein AcuC	1	1
Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha	1	8	1	2	33	11	100	100	100	100	100	100	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha	1	1
Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	1	8	1	2	33	11	100	100	100	100	100	100	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	1	1
Acetolactate synthase	1	8	1	2	33	11	100	100	100	100	100	100	Acetolactate synthase	1	1
Acetolactate synthase isozyme 2 large subunit	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Acetolactate synthase isozyme 2 large subunit	0.367665135374662	1
Acetolactate synthase large subunit	1	8	1	2	33	11	100	100	100	100	100	100	Acetolactate synthase large subunit	1	1
Acetolactate synthase small subunit	1	8	1	2	33	11	100	100	100	100	100	100	Acetolactate synthase small subunit	1	1
Acetyl-/propionyl-coenzyme A carboxylase alpha chain	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Acetyl-/propionyl-coenzyme A carboxylase alpha chain	0.904601710178057	1
Acetyl-CoA acetyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Acetyl-CoA acetyltransferase	1	1
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	1	8	1	2	33	11	100	100	100	100	100	100	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	1	1
Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	1	8	1	2	33	11	100	100	100	100	100	100	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	1	1
Acetyl-coenzyme A synthetase	1	8	1	2	33	11	100	100	100	100	100	100	Acetyl-coenzyme A synthetase	1	1
Acetylglutamate kinase	1	8	1	2	33	11	100	100	100	100	100	100	Acetylglutamate kinase	1	1
Acetylornithine aminotransferase	1	8	1	2	33	11	100	100	100	100	100	100	Acetylornithine aminotransferase	1	1
Acetyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Acetyltransferase	1	1
Acid sugar phosphatase	1	8	1	2	33	11	100	100	100	100	100	100	Acid sugar phosphatase	1	1
Acid-activated urea channel	1	8	1	2	33	11	100	100	100	100	100	100	Acid-activated urea channel	1	1
Acireductone dioxygenase	1	8	1	2	33	11	100	100	100	100	100	100	Acireductone dioxygenase	1	1
Aclacinomycin methylesterase RdmC	1	8	1	2	33	11	100	100	100	100	100	100	Aclacinomycin methylesterase RdmC	1	1
Aconitate hydratase A	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Aconitate hydratase A	0.904601710178056	1
Actin-binding protein	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Actin-binding protein	0.245206142472283	1
Acyl carrier protein	1	8	1	2	33	11	100	100	100	100	100	100	Acyl carrier protein	1	1
Acyl-CoA dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Acyl-CoA dehydrogenase	1	1
Acyl-CoA dehydrogenase, short-chain specific	1	8	1	2	33	11	100	100	100	100	100	100	Acyl-CoA dehydrogenase, short-chain specific	1	1
Acyl-CoA thioester hydrolase YbgC	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Acyl-CoA thioester hydrolase YbgC	0.509823321959338	1
Acyl-homoserine lactone acylase QuiP	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Acyl-homoserine lactone acylase QuiP	0.509823321959338	1
Acyltrehalose exporter MmpL10	1	8	1	2	33	11	100	100	100	100	100	100	Acyltrehalose exporter MmpL10	1	1
Adapter protein MecA 1	1	8	1	2	33	11	100	100	100	100	100	100	Adapter protein MecA 1	1	1
Adapter protein MecA 2	1	8	1	2	33	11	100	100	100	100	100	100	Adapter protein MecA 2	1	1
Adenine DNA glycosylase	1	8	1	2	33	11	100	100	100	100	100	100	Adenine DNA glycosylase	1	1
Adenine phosphoribosyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Adenine phosphoribosyltransferase	1	1
Adenosine monophosphate-protein transferase NmFic	1	0	0	0	3	1	100	0	9.09090909090909	9.09090909090909	0	0	Adenosine monophosphate-protein transferase NmFic	0.76110257299874	1
Adenosine monophosphate-protein transferase SoFic	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Adenosine monophosphate-protein transferase SoFic	0.904601710178055	1
Adenosine monophosphate-protein transferase VbhT	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Adenosine monophosphate-protein transferase VbhT	0.904601710178056	1
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	0.509823321959338	1
Adenylate kinase	1	8	1	2	33	11	100	100	100	100	100	100	Adenylate kinase	1	1
Adenylosuccinate lyase	1	8	1	2	33	11	100	100	100	100	100	100	Adenylosuccinate lyase	1	1
Adenylosuccinate synthetase	1	8	1	2	33	11	100	100	100	100	100	100	Adenylosuccinate synthetase	1	1
Aerobic glycerol-3-phosphate dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Aerobic glycerol-3-phosphate dehydrogenase	1	1
Agmatinase	1	8	1	2	33	11	100	100	100	100	100	100	Agmatinase	1	1
AI-2 transport protein TqsA	1	8	1	2	33	11	100	100	100	100	100	100	AI-2 transport protein TqsA	1	1
Aklavinone 12-hydroxylase RdmE	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Aklavinone 12-hydroxylase RdmE	0.509823321959338	1
Alanine dehydrogenase	1	8	1	2	29	11	100	100	100	87.8787878787879	100	100	Alanine dehydrogenase	0.367665135374662	1
Alanine dehydrogenase 1	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Alanine dehydrogenase 1	0.904601710178055	1
